Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
engine-lodash,lodashRenderSync,fn,,CodeInjection,,,,
enum-files,filesRecursively,filepath,"filepath to find.
",TaintedPath,,,,
env-smart,parseFile,path,"The path of the env file to parse
",TaintedPath,no,,,param+func+param doc
envy-json,envy-json,json,,TaintedPath,no,,explained in About: read a JSON file,param+README
eos-cli,apply,action,,TaintedPath,,,,
eos-cli,default,action,,TaintedPath,,,,
epub-parser,open,filename,,TaintedPath,,,,
ern-cauldron-api,addFile,localFilePath,,TaintedPath,,,,
ern-core,existInPath,p,,TaintedPath,no,,,func
errors,title,title,"The title to use.
",ReflectedXss,yes,,,
es6-micro-loader,register,deps,,TaintedPath,,,,
es6-module-transpiler,resolvePath,importedPath,,TaintedPath,,,,
es6-promise-polyfill,requestAnimFrame,callback,,CodeInjection,,,,
escpos-buffer,Image,input,,TaintedPath,no,,"the name ""input"" is a bit bland, but does at least potentially suggest a file name to me",
escpos-buffer,loadImage,filename,,TaintedPath,no,,,param+func
eshost,createAgent,type,,TaintedPath,,,,
eslint,getFormatter,format,"The name of the format to load or the path to a
custom formatter.
",TaintedPath,,,,
eslint-import-resolver-jest,resolver,source,,TaintedPath,,,,
eslint-import-resolver-node,resolve,source,,TaintedPath,no,,,
eslint-import-resolver-webpack,resolve,settings,,TaintedPath,,,,
eslint-import-resolver-webpack,webpackRequire,id,,TaintedPath,no,,,
eslint-plugin-flowtype,getBuiltinRule,id,,TaintedPath,yes,,looks like it's on an old code path,
eslint-plugin-import,resolve,settings,,TaintedPath,yes,,false positive: flow throught lodash.get,
eslint-plugin-import,resolve,source,,TaintedPath,no,,,
eslint-plugin-import,webpackRequire,id,,TaintedPath,no,,,
eslint-plugin-node,getFilePath,id,,TaintedPath,no,,,
eslint-plugin-react,create,context,,TaintedPath,yes,,false positive: infeasible path,
eslint-plugin-react,getDOMPropertyNames,context,,TaintedPath,yes,,false positive: infeasible path,
eslint-plugin-react,getStandardName,context,,TaintedPath,yes,,false positive: infeasible path,
eslint-plugin-react,testReactVersion,context,,TaintedPath,yes,,false positive: infeasible path,
esm,exec,filename,,CommandInjection,no,,,
esprima,success,text,,CodeInjection,no,,this is actually mootools; there is an option controlling whether or not to eval,
esprima-extract-comments,file,file,,TaintedPath,no,,,param+func
ethereum-input-data-decoder,InputDataDecoder,prop,,TaintedPath,,,,
ethpkg,instanceOfPackageQuery,str,,TaintedPath,,,,
ev3-js-device,read,prop,,TaintedPath,,,,
ev3-js-device,write,prefix,,TaintedPath,,,,
exceljs,WorkbookWriter,filename,,TaintedPath,,,,
exceljs,parse,input,,TaintedPath,,,,
exec-inline,exec-inline,cmd,,CommandInjection,,,,
exec-php,exec-php,file,", Path to user php file.
",CommandInjection,,,,
exorcist,exorcist,input,"file path or writable stream where the source map will be written
",TaintedPath,,,,
expander,process,lookup,,CodeInjection,yes,,,param+func
expander,set,lookup,,CodeInjection,yes,,,param+func
expandjs,expandjs,name,"The class name
",CodeInjection,yes,,,param+param doc
expandjs,isInvalidCode,value,"The target value
",CodeInjection,,,,
expandjs,template,string,"The target string
",CodeInjection,no,,explained in docstring: Returns a compiled template function,func+func doc
experiment-js,setImmediate,callback,,CodeInjection,no,,,param+func
express-handlebars,getTemplates,dirPath,,TaintedPath,,,,
express-load,express-load,entity,"{String} File or folder to load.
",TaintedPath,,,,
express-partials,lookup,ext,,TaintedPath,,,,
express-partials,lookup,view,,TaintedPath,,,,
express-partials,register,render,,TaintedPath,,,,
express-routemap,express-routemap,filename,,TaintedPath,no,,,param
express-session,all,callback,,CodeInjection,no,,,
express-session,clear,callback,,CodeInjection,no,,,
express-session,destroy,callback,,CodeInjection,no,,,
express-session,get,callback,,CodeInjection,no,,,
express-session,session,next,,CodeInjection,yes,,,
express-session,set,callback,,CodeInjection,no,,,
express-session,touch,callback,,CodeInjection,no,,,
express-starter-config,resolveRequest,body,,ReflectedXss,no,,,
extended-fs,recurseSync,dir,"Directory to traverse
",TaintedPath,,,,
external-editor,editAsync,callback,,CodeInjection,no,,,
external-editor,launchEditorAsync,callback,,CodeInjection,no,,,
external-editor,runAsync,callback,,CodeInjection,no,,,
extract-zip,extract-zip,dir,,TaintedPath,,,,
faasjs-mono,request,file,,TaintedPath,,,,
faastjs,get,key,,TaintedPath,yes,https://github.com/faastjs/faast.js/pull/930,unsafe path construction,
faastjs,set,key,,TaintedPath,yes,https://github.com/faastjs/faast.js/pull/930,unsafe path construction,
fabric,loadImage,url,,TaintedPath,,,,
fabric-client,loadFromConfig,config,,TaintedPath,,,,
fabric-starter-rest,addOrgToChannel,channelId,,CommandInjection,yes,https://github.com/olegabu/fabric-starter-rest/pull/104,,param+func
fabric-starter-rest,addOrgToChannel,channelId,,TaintedPath,yes,,,param+func
fabric-starter-rest,createChannel,channelId,,CommandInjection,yes,https://github.com/olegabu/fabric-starter-rest/pull/104,,
fabric-starter-rest,createChannel,channelId,,TaintedPath,,,,
fabric-starter-rest,defaultConnectionOptions,org,,TaintedPath,,,,
fakerator,setImmediate,callback,,CodeInjection,no,,,param+func
fask,after,cb,,CodeInjection,no,,,
fask,before,cb,,CodeInjection,no,,,
fask,process,cb,,CodeInjection,no,,,
fbl,validatePlugins,wd,,TaintedPath,yes,,,param+func
feedbe-www,loadSource,source,,CodeInjection,no,,dustjs is for Javascript templating,README
felix-couchdb,toAttachment,file,,TaintedPath,no,,,param+README
felt-sass,felt-sass,config,,TaintedPath,,,,
fetch-vcr,loadFile,root,,TaintedPath,,,,
ffmpeg-node,getMetadata,input,,CommandInjection,yes,,,
ffmpegdotjs,addaudiotoimage,audio,,CommandInjection,,,,
ffmpegdotjs,addaudiotoimage,image,,CommandInjection,,,,
ffmpegdotjs,addaudiotoimage,output,,CommandInjection,,,,
ffmpegdotjs,addaudiotovideo,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,addaudiotovideo,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,addaudiotovideo,output,,CommandInjection,,,,
ffmpegdotjs,addoverlayimage,output,,CommandInjection,,,,
ffmpegdotjs,addoverlayimage,y,,CommandInjection,yes,,,param+func
ffmpegdotjs,addoverlayimagetime,end,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,addoverlayimagetime,input2,,CommandInjection,yes,,,param+func
ffmpegdotjs,addoverlayimagetime,output,,CommandInjection,,,,
ffmpegdotjs,addoverlayimagetime,start,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,addoverlayimagetime,y,,CommandInjection,yes,,,param+func
ffmpegdotjs,addoverlaytext,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,addoverlaytext,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,addoverlaytext,output,,CommandInjection,yes,,,
ffmpegdotjs,addoverlaytext,text,,CommandInjection,yes,,,
ffmpegdotjs,compressvideo,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,compressvideo,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,compressvideo,output,,CommandInjection,,,,
ffmpegdotjs,concatvideos,inputs,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,concatvideos,inputs,,TaintedPath,no,,,
ffmpegdotjs,concatvideos,output,,CommandInjection,,,,
ffmpegdotjs,convertvideo,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,convertvideo,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,extractaudio,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,extractaudio,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,generategif,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,generategif,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,generategif,output,,CommandInjection,yes,,,
ffmpegdotjs,generateimage,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,generateimage,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,generateimage,output,,CommandInjection,yes,,,
ffmpegdotjs,mergevideos,input2,,CommandInjection,,,,
ffmpegdotjs,rotatevideos,degree,,CommandInjection,,,,
ffmpegdotjs,rotatevideos,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,trimvideo,duration,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,trimvideo,input,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,false positive: we first check that this exists as a file,
ffmpegdotjs,trimvideo,input,,TaintedPath,no,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
ffmpegdotjs,trimvideo,start,,CommandInjection,yes,https://github.com/TRomesh/ffmpegdotjs/pull/20,,
fie-fs,move,newPath,,TaintedPath,no,,,param+func
fie-module,get,name,"模块名，如 @ali/fie-toolkit-xxx 也可以是 模块名加package.json (老接口用到，不建议这样使用)，如 如果是这种情况，则返回package信息
注意: name 必须是完整的package name。这里是个破坏性变更.
",TaintedPath,yes,,(in chinese) explained in param doc: `name` is a package name ,param+func
fiftyonedegreescore,provider,configuration,,TaintedPath,,,,
figlet,loadFont,name,,TaintedPath,yes,,"not really all that bad, since all it does is read a font from this file",
figlet,loadFontSync,name,,TaintedPath,yes,,"not really all that bad, since all it does is read a font from this file",
figlet,me,options,,TaintedPath,yes,,"not really all that bad, since all it does is read a font from this file",
figlet,text,options,,TaintedPath,yes,,"not really all that bad, since all it does is read a font from this file",
figlet,textSync,options,,TaintedPath,yes,,"not really all that bad, since all it does is read a font from this file",
figma-react,loadImageToDisk,fileName,,TaintedPath,no,,,param+func
figma-react,saveSvgToDisk,fileName,,TaintedPath,,,,
fiken,addAttachmentToCreditNoteDraftRaw,file,,TaintedPath,,,,
file,walk,start,,TaintedPath,no,,,
file,walkSync,start,,TaintedPath,no,,,
file-exists,fileExists,filepath,,TaintedPath,no,,,param+func
file-symlinks,resolve,path,,TaintedPath,,,,
file-sync-cmp,equalFiles,pathA,,TaintedPath,,,,
file-system,mkdirSync,filepath,,TaintedPath,,,,
files-io,pipeFiles,read,,TaintedPath,,,,
files-io,pipeFiles,write,,TaintedPath,,,,
fileupload,createFileUpload,options,,TaintedPath,,,,
fileutil,copy,target,目标文件目录,TaintedPath,no,,,
fileutil,delete,f,一个或多个文件或文件夹,TaintedPath,,,,
fileutil,move,target,目标文件目录,TaintedPath,no,,,
final-fs,copy,fromPath,,TaintedPath,no,,,param+func
final-fs,dirFiles,directoryPath,,TaintedPath,no,,,param+func
final-fs,lchownSync,path,,TaintedPath,,,,
final-fs,mkdir,path,,TaintedPath,,,,
final-fs,readlink,path,,TaintedPath,,,,
final-fs,renameSync,oldPath,,TaintedPath,no,,,param+func
final-fs,stat,path,,TaintedPath,no,,,param
final-fs,writeFile,path,,TaintedPath,no,,,param+func
finalhandler,_write,callback,,CodeInjection,no,,,
find-babel-config,findBabelConfig,start,,TaintedPath,,,,
find-babel-config,findBabelConfigSync,start,,TaintedPath,,,,
find-root,findRoot,start,,TaintedPath,,,,
findhit-process,nextTick,fn,,CodeInjection,no,,,
fireproof,_nextTick,fn,,CodeInjection,no,,,
fis-kernel,del,rPath,,TaintedPath,,,,
fis-kernel,touch,path,,TaintedPath,no,,,param+func
fis-parser-jade,fis-parser-jade,content,,CodeInjection,,,,
fis-parser-utc,fis-parser-utc,content,,CodeInjection,,,,
fis3,isFile,path,"路径
",TaintedPath,,,,
flatn,untar,name,,CommandInjection,,,,
flatsheet,compileView,filepath,,TaintedPath,,,,
flickr-with-uploads,fromFilepath,credentials_filepath,,TaintedPath,,,,
flipper-pkg-lib,stripSourceMapComment,out,,TaintedPath,no,,,
flipper-plugin-lib,getInstalledPlugin,version,,TaintedPath,,,,
flood-element,main,rootPath,,TaintedPath,,,,
flow-src,FlowSrcSync,args,,CommandInjection,yes,,`args` comes from argument when you execute flow-src from command line,param+func
flux,missing,field,,ReflectedXss,yes,https://github.com/facebook/flux/pull/554,,
flux-todomvc,missing,field,,ReflectedXss,yes,,,
font-carrier,parse,input,,TaintedPath,,,,
font-carrier,transfer,input,"需要转换的字体,可以是路径或者字体文本字符串
",TaintedPath,no,,,
format-package-json,write,file,,TaintedPath,,,,
formsflow-ai-react,setImmediate,callback,,CodeInjection,no,,,param+func
fortune-tech,langData,key,,TaintedPath,,,,
foy,spawn,file,,CommandInjection,,,,
freemarker.js,run,args,,CommandInjection,yes,,,
fruit-loops,fruit-loops,index,,TaintedPath,,,,
fs-enhance,copyFile,target,,TaintedPath,no,,,
fs-extend,mkdirSync,fullpath,,TaintedPath,,,,
fs-extend,rmSync,fullpath,,TaintedPath,,,,
fs-extended,createDirSync,dir,,TaintedPath,,,,
fs-extended,delete,target,*,TaintedPath,no,,,
fs-extended,deleteSync,target,*,TaintedPath,no,,,
fs-extended,empty,target,,TaintedPath,no,,,
fs-extended,emptyDirSync,dir,*,TaintedPath,,,,
fs-extended,emptySync,target,*,TaintedPath,no,,,
fs-extended,moveDirSync,src,,TaintedPath,,,,
fs-extended-attributes,get,path,,TaintedPath,no,,surprising false positive,
fs-extended-attributes,set,path,,TaintedPath,no,,surprising false positive,
fs-extra,copyDirItem,item,,TaintedPath,no,,,
fs-extra,copyDirItem,items,,TaintedPath,no,,,
fs-extra,copyDirItems,items,,TaintedPath,no,,,
fs-extra,copySync,src,,TaintedPath,,,,
fs-extra,statSync,fd,,TaintedPath,no,,,
fs-extra-promise,isDirectory,path,,TaintedPath,,,,
fs-jetpack,inspectTree,path,,TaintedPath,,,,
fs-jetpack,moveAsync,from,,TaintedPath,,,,
fs-kit,copy,source,,TaintedPath,no,,slightly surprising false positive,
fs-kit,copy,target,,TaintedPath,no,,,
fs-kit,copyDir,target,,TaintedPath,no,,,
fs-kit,isDirectory,path_,,TaintedPath,,,,
fs-kit,recursiveParentSearch,rightPart,,TaintedPath,no,,dev who use this package would know this is a filesystem lib,param+func+README
fs-magic,copy,dst,,TaintedPath,,,,
fs-magic,gunzip,input,,TaintedPath,,,,
fs-nextra,copy,source,,TaintedPath,no,,slightly surprising false positive,
fs-nextra,copyFileAtomic,destination,,TaintedPath,,,,
fs-nextra,createSymlinkAtomic,source,,TaintedPath,,,,
fs-nextra,unTargz,inputFile,,TaintedPath,,,,
fs-readdir-recursive,read,prefix,,TaintedPath,,,,
fs-tools,findSorted,pathname,,TaintedPath,,,,
fs-tools,mkdirSync,path,,TaintedPath,,,,
fs-updater,FSUpdater,outputPath,,TaintedPath,,,,
fs-utils,readFile,filepath,,TaintedPath,,,,
fs2,fs2,dest,,TaintedPath,,,,
fs2obj,fs2obj,path,,TaintedPath,,,,
fse,copyFile,target,,TaintedPath,no,,,
fse,copyFileSync,target,,TaintedPath,no,,,
fse,copydir,target,,TaintedPath,no,,,
fse,copydirSync,target,,TaintedPath,no,,,
fsext,fromdir,start,,TaintedPath,no,,,param+func
fsext,fsext,start,,TaintedPath,,,,
fsext,walk,start,,TaintedPath,no,,,param+func
ftp,put,input,,TaintedPath,,,,
fugue,start,port,,TaintedPath,,,,
funclib,defer,func,,CodeInjection,,,,
funclib,mv,src,": string
",CommandInjection,,,,
funclib,size,file,": string
",TaintedPath,,,,
funclib,timeout,callback,,CodeInjection,,,,
funclib-mp,interval,callback,,CodeInjection,,,,
funclib-mp,timeout,callback,,CodeInjection,,,,
funclib.js,interval,callback,,CodeInjection,,,,
funclib.js,mv,src,": string
",CommandInjection,,,,
funclib.js,rm,src,: string,CommandInjection,,,,
funclib.js,timeout,callback,,CodeInjection,,,,
functionscript,load,functionsPath,,TaintedPath,,,,
functionscript,load,rootPath,,TaintedPath,,,,
functionscript,readFiles,rootPath,,TaintedPath,,,,
fuse,fuseFile,input,,TaintedPath,no,,,
fuse-box,setImmediate,callback,,CodeInjection,no,,,param+func
gaikan,compileFromFile,input,"The input.
",TaintedPath,no,,,
gaikan,gaikan,input,"The input.
",TaintedPath,,,,
galleria,parseJson,json,,CodeInjection,,,,
gammautils,solve,input,,CodeInjection,,,,
gapitoken,GAPI,keyFile,,TaintedPath,no,,,param+README
garush-storage,loadYaml,fileLocation,,TaintedPath,,,,
garush-storage,mkdir,path,,TaintedPath,,,,
garush-storage,mkdirParentFolder,fileName,,TaintedPath,,,,
